urutan,pertanyaan,jawaban,verdict
377,kapan rakyat bali melawan belanda?,1846 1905,AC
378,kapan rakyat bali melawan belanda?,1846 1905,AC
379,kapan rakyat bali melawan belanda?,tanggal 10 november,WA
380,kapan rakyat bali melawan belanda?,1846 1905,AC
381,kapan rakyat bali melawan belanda?,1846 1905,AC
382,kapan rakyat bali melawan belanda?,1846 1905,AC
383,kapan rakyat bali melawan belanda?,1846 1905,AC
384,kapan rakyat bali melawan belanda?,1846 1905,AC
385,siapa penulis konsep naskah proklamasi?,sukarno,AC
386,siapa penulis konsep naskah proklamasi?,mr ahmad subardjo,WA
387,siapa penulis konsep naskah proklamasi?,sukarno,AC
388,siapa penulis konsep naskah proklamasi?,sukarno,AC
389,siapa penulis konsep naskah proklamasi?,sukarno,AC
390,siapa penulis konsep naskah proklamasi?,rakyat indonesia,WA
391,siapa penulis konsep naskah proklamasi?,mr ahmad subardjo,WA
392,siapa penulis konsep naskah proklamasi?,sukarno,AC
393,dimana konferensi meja bundar dilaksanakan?,jakara,WA
394,dimana konferensi meja bundar dilaksanakan?,indonesia,WA
395,dimana konferensi meja bundar dilaksanakan?,luar jawa,WA
396,dimana konferensi meja bundar dilaksanakan?,luar jawa,WA
397,dimana konferensi meja bundar dilaksanakan?,indonesia,WA
398,dimana konferensi meja bundar dilaksanakan?,indonesia,WA
399,dimana konferensi meja bundar dilaksanakan?,indonesia,WA
400,dimana konferensi meja bundar dilaksanakan?,NO ANSWER,WA
401,dimana perjanjian renville dibuat?,wilayah indonesia,WA
402,dimana perjanjian renville dibuat?,wilayah indonesia,WA
403,dimana perjanjian renville dibuat?,geladak kapal amerika,AC
404,dimana perjanjian renville dibuat?,geladak kapal amerika,AC
405,dimana perjanjian renville dibuat?,NO ANSWER,WA
406,dimana perjanjian renville dibuat?,NO ANSWER,WA
407,dimana perjanjian renville dibuat?,NO ANSWER,WA
408,dimana perjanjian renville dibuat?,NO ANSWER,WA
409,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
410,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
411,kapan perjanjian renville dilakukan?,tanggal 19 desember 1948,WA
412,kapan perjanjian renville dilakukan?,tanggal 15 november 1946,WA
413,kapan perjanjian renville dilakukan?,18 25 tahun,WA
414,kapan perjanjian renville dilakukan?,18 25 tahun,WA
415,kapan perjanjian renville dilakukan?,18 25 tahun,WA
416,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
417,siapa pengetik naskah proklamasi?,sukarno,WA
418,siapa pengetik naskah proklamasi?,sukarno,WA
419,siapa pengetik naskah proklamasi?,mr ahmad subardjo,WA
420,siapa pengetik naskah proklamasi?,bangsa indonesia,WA
421,siapa pengetik naskah proklamasi?,bangsa indonesia,WA
422,siapa pengetik naskah proklamasi?,bangsa indonesia,WA
423,siapa pengetik naskah proklamasi?,sukarno,WA
424,siapa pengetik naskah proklamasi?,mr ahmad subardjo,WA
425,kapan pancasila lahir?,uud 1945,WA
426,kapan pancasila lahir?,1945,WA
427,kapan pancasila lahir?,1945,WA
428,kapan pancasila lahir?,1945,WA
429,kapan pancasila lahir?,tanggal 29 mei s d 1 juni 1945,AC
430,kapan pancasila lahir?,tanggal 29 mei s d 1 juni 1945,AC
431,kapan pancasila lahir?,1945,WA
432,kapan pancasila lahir?,1945,WA
433,siapa ketua ppki?,mr.ahmad soerbadjo,WA
434,siapa ketua ppki?,prof mr dr soepomo,WA
435,siapa ketua ppki?,prof mr dr soepomo,WA
436,siapa ketua ppki?,mr achmad soebardjo,WA
437,siapa ketua ppki?,pemuda,WA
438,siapa ketua ppki?,mr wongsonegoro mr achmad soebardjo mr a.a maramis mr r.p,WA
439,siapa ketua ppki?,mr wongsonegoro mr achmad soebardjo mr a.a maramis mr r.p,WA
440,siapa ketua ppki?,radjiman wedyodiningrat,WA
441,kapan nagasaki dibom?,8 agustus 1945,WA
442,kapan nagasaki dibom?,10 agustus 1945,WA
443,kapan nagasaki dibom?,tanggal 9 agustus 1945,AC
444,kapan nagasaki dibom?,tanggal 9 agustus 1945,AC
445,kapan nagasaki dibom?,8 agustus 1945,WA
446,kapan nagasaki dibom?,tanggal 16 juli 1945,WA
447,kapan nagasaki dibom?,tanggal 8 agustus 1945,WA
448,kapan nagasaki dibom?,tanggal 9 agustus 1945,AC
449,kapan hiroshima dibom?,6 agustus 1945,AC
450,kapan hiroshima dibom?,tanggal 9 agustus 1945,WA
451,kapan hiroshima dibom?,tanggal 8 agustus 1945,WA
452,kapan hiroshima dibom?,tanggal 8 agustus 1945,WA
453,kapan hiroshima dibom?,tanggal 8 agustus 1945,WA
454,kapan hiroshima dibom?,10 agustus 1945,WA
455,kapan hiroshima dibom?,tanggal 9 agustus 1945,WA
456,kapan hiroshima dibom?,tanggal 9 agustus 1945,WA
457,kapan reformasi terjadi?,13 mei 1998,AC
458,kapan reformasi terjadi?,1643 1715,WA
459,kapan reformasi terjadi?,abad 18,WA
460,kapan reformasi terjadi?,13 mei 1998,AC
461,kapan reformasi terjadi?,NO ANSWER,WA
462,kapan reformasi terjadi?,NO ANSWER,WA
